Customer ID,age,Product Name,Product Type,Description,Sport,Product ID
CID388,43,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID388,43,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID389,44,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID390,28,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID391,17,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID392,18,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID393,63,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID394,26,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID395,53,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID396,56,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID397,29,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID398,17,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID399,26,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID399,26,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID399,26,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID400,55,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID400,55,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID400,55,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID400,55,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID400,55,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID400,55,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID400,55,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID400,55,QuickStrike Performance Shorts,Shorts,Lightweight and moisture-wicking shorts for optimal comfort and performance.,basketball,PID059
CID400,55,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID401,44,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID401,44,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID401,44,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID401,44,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID401,44,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID401,44,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID401,44,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID402,36,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
CID402,36,IceShield Shin Guards,Shin Guards,Durable shin guards with impact-absorbing padding for optimal protection.,hockey,PID020
CID402,36,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID402,36,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID403,30,eScore Portable Scoreboard,Equipment,Portable scoreboard for keeping track of points during games or practice.,basketball,PID052
CID403,30,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID403,30,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID403,30,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID403,30,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID403,30,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID404,33,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID405,36,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID406,23,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID407,39,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID408,50,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID409,21,Baseball Cleats (Metal),Cleats,Metal cleats for maximum traction on dirt fields.,baseball,PID016
CID410,25,TravelStar Folding Basketball,Ball,Foldable basketball for convenient storage and portability on the go.,basketball,PID063
CID411,63,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID412,26,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID413,61,Hawkkeye Putting Putter,Putter,Golf club for putting on the green,golf,PID028
CID413,61,Pro Touch,Ball,Durable training soccer ball with a textured surface for improved ball control and touch.,soccer,PID002
CID413,61,SkyBounce Basketball by Triple Threat,Ball,Competition-grade basketball with exceptional grip and consistent bounce.,basketball,PID049
CID413,61,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID414,23,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID415,62,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID415,62,X-Factor Hockey Helmet,Helmet,High-impact hockey helmet with superior ventilation for maximum comfort and safety.,hockey,PID024
CID415,62,Pitching Target Net,Net,Portable net for practicing pitching accuracy and pitch development.,baseball,PID017
CID415,62,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID416,29,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID417,28,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID418,18,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID419,29,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID420,16,Sand Blaster Bunker Rake,Bunker Rake,Tool for smoothing sand in bunkers,golf,PID040
CID421,52,AirRise Portable Basketball Hoop,Hoop,Portable basketball hoop with an inflatable base for easy setup and storage.,basketball,PID056
CID422,21,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID423,59,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID424,20,Team Spirit Mesh Jersey (Customizable),Jersey,Breathable and customizable mesh jersey for showcasing team spirit or individual style.,basketball,PID058
CID425,32,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID426,62,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID427,49,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID428,46,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID429,19,Zen Putting Green (Indoor),Putting Green,Artificial turf for practicing putting,golf,PID038
CID430,57,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID431,60,Tour Lite Stand Bag,Golf Bag,Portable bag to carry golf clubs,golf,PID031
CID432,33,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID433,59,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID434,56,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID435,31,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID436,19,Pitching Target Net,Net,Portable net for practicing pitching accuracy and pitch development.,baseball,PID017
CID437,41,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID438,19,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID439,60,Sonic Blast,Whistle,High-pitched whistle with a clear and loud sound for effective communication on the field.,soccer,PID005
CID439,60,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID439,60,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID439,60,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID439,60,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID439,60,Agility Pro (Set of 10),Training Aid,Set of brightly colored cones for creating drills and improving agility.,soccer,PID004
CID440,47,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID441,57,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID442,22,Mini Defender,Shin Guards,Smaller sized shin guards designed for optimal protection and comfort for young players.,soccer,PID008
CID443,36,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID443,36,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID443,36,Aero X Distance Driver,Driver,Golf club for the longest distance shots,golf,PID029
CID444,61,Titan X,Shin Guards,Lightweight and breathable shin guards with impact-absorbing padding for optimal protection.,soccer,PID000
CID445,31,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID446,15,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID447,47,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID447,47,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
CID447,47,Eagle Eye Rangefinder,Rangefinder,Device to measure distance to the green,golf,PID034
CID447,47,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID447,47,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID447,47,IceShield Shin Guards,Shin Guards,Durable shin guards with impact-absorbing padding for optimal protection.,hockey,PID020
CID447,47,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID447,47,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID448,59,TravelStar Folding Basketball,Ball,Foldable basketball for convenient storage and portability on the go.,basketball,PID063
CID449,42,Laser Line Putting Laser,Putting Laser,Projects a laser line to aid putting alignment,golf,PID043
CID450,47,HyperFlex Elbow Pads,Pads,Flexible and lightweight elbow pads for unrestricted movement and enhanced protection.,hockey,PID022
CID451,44,Aluminum Bat X300,Bat,Durable and lightweight aluminum bat for developing young baseball players.,baseball,PID011
CID451,44,Aqua-Grip Golf Gloves,Golf Gloves,Improve grip on the club,golf,PID035
CID451,44,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID452,64,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID453,39,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID454,24,CrossOver Magic Dribbling Aid,Training Aid,Hand-held training aid to improve dribbling skills and ball handling.,basketball,PID050
CID455,38,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID456,37,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID457,52,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID457,52,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID457,52,Agility Pro (Set of 10),Training Aid,Set of brightly colored cones for creating drills and improving agility.,soccer,PID004
CID457,52,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID457,52,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID457,52,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID458,31,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID459,29,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID460,17,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID461,29,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID462,49,Batting Gloves (Youth),Gloves,Comfortable and lightweight batting gloves with finger protection for young players.,baseball,PID013
CID463,48,Flight Path Alignment Sticks (Set of 3),Alignment Sticks,Rods used to visualize clubface and swing path,golf,PID041
CID464,51,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID465,26,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID466,19,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID467,28,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID468,16,AirRise Portable Basketball Hoop,Hoop,Portable basketball hoop with an inflatable base for easy setup and storage.,basketball,PID056
CID469,59,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID470,18,QuickStrike Performance Shorts,Shorts,Lightweight and moisture-wicking shorts for optimal comfort and performance.,basketball,PID059
CID471,35,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID472,24,Double Duty Basketball by Iron Grip,Ball,Slightly heavier basketball for developing strength and shooting power.,basketball,PID051
CID472,24,Grip Master Practice Swing Tool,Swing Trainer,Tool to strengthen grip muscles,golf,PID045
CID473,40,Drive Master Irons (Set of 7),Iron Set,Golf clubs for long-distance shots,golf,PID027
CID474,46,Eagle Grip,Gloves,Premium goalkeeper gloves with exceptional grip and finger protection for confident saves.,soccer,PID003
CID475,29,Drive Master Irons (Set of 7),Iron Set,Golf clubs for long-distance shots,golf,PID027
CID476,59,FreeFlow Shooting Shirt,Shirt,Comfortable shooting shirt with a relaxed fit for unrestricted movement.,basketball,PID061
CID477,16,Baseball Backpack,Bag,Durable backpack with compartments for storing baseball equipment.,baseball,PID014
CID478,45,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID478,45,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID478,45,QuickStrike Performance Shorts,Shorts,Lightweight and moisture-wicking shorts for optimal comfort and performance.,basketball,PID059
CID478,45,Air Master,Equipment,Portable and easy-to-use ball pump with a pressure gauge for inflating soccer balls to the desired pressure.,soccer,PID009
CID478,45,Aero X Distance Driver,Driver,Golf club for the longest distance shots,golf,PID029
CID478,45,Mini Hoop (Size 6),Ball,Smaller sized basketball for younger players to develop proper grip and shooting mechanics.,basketball,PID065
CID478,45,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID478,45,Sky High Distance Balls (Dozen),Golf Balls,High-performance balls for maximum distance,golf,PID044
CID479,61,Hydration Hero,Hydration,Lightweight and insulated backpack with a hydration bladder for keeping players hydrated during training and games.,soccer,PID007
CID480,44,GripZone Enhancer Spray,Grip,Spray-on solution for enhancing grip on the basketball for improved control.,basketball,PID054
CID481,22,IceShield Shin Guards,Shin Guards,Durable shin guards with impact-absorbing padding for optimal protection.,hockey,PID020
CID482,52,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID483,38,SonicWind Hockey Stick,Stick,Lightweight and responsive hockey stick for optimal performance on the ice.,hockey,PID019
CID484,18,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID485,31,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID486,45,Net Guardian Hockey Net,Net,Durable hockey net designed to withstand powerful slapshots.,hockey,PID026
CID487,36,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID487,36,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID487,36,Sure-Strike Impact Mat,Practice Mat,Mat for practicing hitting golf balls,golf,PID037
CID487,36,Baseball Caps (Team Custom),Hats,Customizable baseball caps to show team spirit.,baseball,PID015
CID487,36,Whisper Quiet Cart Umbrella,Golf Umbrella,Large umbrella designed for use on a golf cart,golf,PID032
CID487,36,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID488,56,HandBlaze Warmers (Reusable),Warm Up,Reusable hand warmers to keep hands warm during cold weather games.,basketball,PID055
CID489,16,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID490,53,Power Swing Training Aid,Swing Trainer,Tool to improve golf swing mechanics,golf,PID039
CID491,49,Arc Shot Compression Sleeve,Sleeve,Compression sleeve for promoting blood flow and reducing muscle fatigue during shooting.,basketball,PID060
CID492,42,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID493,64,DuraNet (Set of 4),Equipment,Heavy-duty corner flags with weighted bases for secure positioning and weather resistance.,soccer,PID006
CID494,34,Sliding Shorts,Pants,Padded sliding shorts for protection during slides into bases.,baseball,PID018
CID495,18,Fresh Feet Deodorizer Spray,Deodorizer,Eliminates unpleasant odors from basketball shoes.,basketball,PID062
CID496,28,Tempest Waterproof Jacket,Golf Jacket,Waterproof jacket for playing in wet conditions,golf,PID036
CID497,18,BackCourt Back Support by Rebound RX,Support,Breathable back support for improved posture and pain relief.,basketball,PID048
CID498,51,Smooth Stroke Putting Cup,Putting Cup,Training aid to improve putting accuracy,golf,PID042
CID498,51,Catcher's Mitt X,Mitt,Well-padded catcher's mitt for comfortable wear and superior impact protection.,baseball,PID010
CID498,51,Finger Flex Sleeves (4-Pack),Support,Set of supportive finger sleeves to protect against injuries.,basketball,PID053
CID498,51,PowerShot Hockey Puck,Puck,Regulation-sized hockey puck for professional-grade performance.,hockey,PID025
CID498,51,GripForce,Socks,High-performance socks with moisture-wicking technology and targeted cushioning for comfort and support.,soccer,PID001
CID498,51,TrueFit Shoulder Pads,Pads,Adjustable shoulder pads for a comfortable and secure fit.,hockey,PID023
CID499,62,Frostbite Hockey Gloves,Gloves,Thermally insulated hockey gloves for superior comfort and grip in cold arenas.,hockey,PID021
